tile_id,aoi_id,category,bbox
gift_city_gandhinagar_r2_c4,gift_city_gandhinagar,urban,"[72.78, 23.190000000000005, 72.825, 23.235000000000007]"
gift_city_gandhinagar_r2_c5,gift_city_gandhinagar,urban,"[72.825, 23.190000000000005, 72.87, 23.235000000000007]"
gift_city_gandhinagar_r3_c0,gift_city_gandhinagar,urban,"[72.6, 23.235000000000007, 72.645, 23.28000000000001]"
gift_city_gandhinagar_r3_c1,gift_city_gandhinagar,urban,"[72.645, 23.235000000000007, 72.69, 23.28000000000001]"
gift_city_gandhinagar_r3_c2,gift_city_gandhinagar,urban,"[72.69, 23.235000000000007, 72.735, 23.28000000000001]"
gift_city_gandhinagar_r3_c3,gift_city_gandhinagar,urban,"[72.735, 23.235000000000007, 72.78, 23.28000000000001]"
gift_city_gandhinagar_r3_c4,gift_city_gandhinagar,urban,"[72.78, 23.235000000000007, 72.825, 23.28000000000001]"
gift_city_gandhinagar_r3_c5,gift_city_gandhinagar,urban,"[72.825, 23.235000000000007, 72.87, 23.28000000000001]"
gift_city_gandhinagar_r4_c0,gift_city_gandhinagar,urban,"[72.6, 23.28000000000001, 72.645, 23.32500000000001]"
gift_city_gandhinagar_r4_c1,gift_city_gandhinagar,urban,"[72.645, 23.28000000000001, 72.69, 23.32500000000001]"
gift_city_gandhinagar_r4_c2,gift_city_gandhinagar,urban,"[72.69, 23.28000000000001, 72.735, 23.32500000000001]"
gift_city_gandhinagar_r4_c3,gift_city_gandhinagar,urban,"[72.735, 23.28000000000001, 72.78, 23.32500000000001]"
gift_city_gandhinagar_r4_c4,gift_city_gandhinagar,urban,"[72.78, 23.28000000000001, 72.825, 23.32500000000001]"
gift_city_gandhinagar_r4_c5,gift_city_gandhinagar,urban,"[72.825, 23.28000000000001, 72.87, 23.32500000000001]"
gift_city_gandhinagar_r5_c0,gift_city_gandhinagar,urban,"[72.6, 23.32500000000001, 72.645, 23.37000000000001]"
gift_city_gandhinagar_r5_c1,gift_city_gandhinagar,urban,"[72.645, 23.32500000000001, 72.69, 23.37000000000001]"
gift_city_gandhinagar_r5_c2,gift_city_gandhinagar,urban,"[72.69, 23.32500000000001, 72.735, 23.37000000000001]"
gift_city_gandhinagar_r5_c3,gift_city_gandhinagar,urban,"[72.735, 23.32500000000001, 72.78, 23.37000000000001]"
gift_city_gandhinagar_r5_c4,gift_city_gandhinagar,urban,"[72.78, 23.32500000000001, 72.825, 23.37000000000001]"
gift_city_gandhinagar_r5_c5,gift_city_gandhinagar,urban,"[72.825, 23.32500000000001, 72.87, 23.37000000000001]"
delhi_ncr_fringe_r0_c0,delhi_ncr_fringe,urban,"[77.2, 28.35, 77.245, 28.395000000000003]"
delhi_ncr_fringe_r0_c1,delhi_ncr_fringe,urban,"[77.245, 28.35, 77.29, 28.395000000000003]"
delhi_ncr_fringe_r0_c2,delhi_ncr_fringe,urban,"[77.29, 28.35, 77.33500000000001, 28.395000000000003]"
delhi_ncr_fringe_r0_c3,delhi_ncr_fringe,urban,"[77.33500000000001, 28.35, 77.38000000000001, 28.395000000000003]"
delhi_ncr_fringe_r0_c4,delhi_ncr_fringe,urban,"[77.38000000000001, 28.35, 77.42500000000001, 28.395000000000003]"
delhi_ncr_fringe_r0_c5,delhi_ncr_fringe,urban,"[77.42500000000001, 28.35, 77.47000000000001, 28.395000000000003]"
delhi_ncr_fringe_r1_c0,delhi_ncr_fringe,urban,"[77.2, 28.395000000000003, 77.245, 28.440000000000005]"
delhi_ncr_fringe_r1_c1,delhi_ncr_fringe,urban,"[77.245, 28.395000000000003, 77.29, 28.440000000000005]"
delhi_ncr_fringe_r1_c2,delhi_ncr_fringe,urban,"[77.29, 28.395000000000003, 77.33500000000001, 28.440000000000005]"
delhi_ncr_fringe_r1_c3,delhi_ncr_fringe,urban,"[77.33500000000001, 28.395000000000003, 77.38000000000001, 28.440000000000005]"
delhi_ncr_fringe_r1_c4,delhi_ncr_fringe,urban,"[77.38000000000001, 28.395000000000003, 77.42500000000001, 28.440000000000005]"
delhi_ncr_fringe_r1_c5,delhi_ncr_fringe,urban,"[77.42500000000001, 28.395000000000003, 77.47000000000001, 28.440000000000005]"
delhi_ncr_fringe_r2_c0,delhi_ncr_fringe,urban,"[77.2, 28.440000000000005, 77.245, 28.485000000000007]"
delhi_ncr_fringe_r2_c1,delhi_ncr_fringe,urban,"[77.245, 28.440000000000005, 77.29, 28.485000000000007]"
delhi_ncr_fringe_r2_c2,delhi_ncr_fringe,urban,"[77.29, 28.440000000000005, 77.33500000000001, 28.485000000000007]"
delhi_ncr_fringe_r2_c3,delhi_ncr_fringe,urban,"[77.33500000000001, 28.440000000000005, 77.38000000000001, 28.485000000000007]"
delhi_ncr_fringe_r2_c4,delhi_ncr_fringe,urban,"[77.38000000000001, 28.440000000000005, 77.42500000000001, 28.485000000000007]"
delhi_ncr_fringe_r2_c5,delhi_ncr_fringe,urban,"[77.42500000000001, 28.440000000000005, 77.47000000000001, 28.485000000000007]"
delhi_ncr_fringe_r3_c0,delhi_ncr_fringe,urban,"[77.2, 28.485000000000007, 77.245, 28.53000000000001]"
delhi_ncr_fringe_r3_c1,delhi_ncr_fringe,urban,"[77.245, 28.485000000000007, 77.29, 28.53000000000001]"
delhi_ncr_fringe_r3_c2,delhi_ncr_fringe,urban,"[77.29, 28.485000000000007, 77.33500000000001, 28.53000000000001]"
delhi_ncr_fringe_r3_c3,delhi_ncr_fringe,urban,"[77.33500000000001, 28.485000000000007, 77.38000000000001, 28.53000000000001]"
delhi_ncr_fringe_r3_c4,delhi_ncr_fringe,urban,"[77.38000000000001, 28.485000000000007, 77.42500000000001, 28.53000000000001]"
delhi_ncr_fringe_r3_c5,delhi_ncr_fringe,urban,"[77.42500000000001, 28.485000000000007, 77.47000000000001, 28.53000000000001]"
delhi_ncr_fringe_r4_c0,delhi_ncr_fringe,urban,"[77.2, 28.53000000000001, 77.245, 28.57500000000001]"
delhi_ncr_fringe_r4_c1,delhi_ncr_fringe,urban,"[77.245, 28.53000000000001, 77.29, 28.57500000000001]"
delhi_ncr_fringe_r4_c2,delhi_ncr_fringe,urban,"[77.29, 28.53000000000001, 77.33500000000001, 28.57500000000001]"
delhi_ncr_fringe_r4_c3,delhi_ncr_fringe,urban,"[77.33500000000001, 28.53000000000001, 77.38000000000001, 28.57500000000001]"
delhi_ncr_fringe_r4_c4,delhi_ncr_fringe,urban,"[77.38000000000001, 28.53000000000001, 77.42500000000001, 28.57500000000001]"
delhi_ncr_fringe_r4_c5,delhi_ncr_fringe,urban,"[77.42500000000001, 28.53000000000001, 77.47000000000001, 28.57500000000001]"
bengaluru_outskirts_r0_c0,bengaluru_outskirts,urban,"[77.55, 12.9, 77.595, 12.945]"
bengaluru_outskirts_r0_c1,bengaluru_outskirts,urban,"[77.595, 12.9, 77.64, 12.945]"
bengaluru_outskirts_r0_c2,bengaluru_outskirts,urban,"[77.64, 12.9, 77.685, 12.945]"
bengaluru_outskirts_r0_c3,bengaluru_outskirts,urban,"[77.685, 12.9, 77.73, 12.945]"
bengaluru_outskirts_r0_c4,bengaluru_outskirts,urban,"[77.73, 12.9, 77.775, 12.945]"
bengaluru_outskirts_r0_c5,bengaluru_outskirts,urban,"[77.775, 12.9, 77.82000000000001, 12.945]"
bengaluru_outskirts_r1_c0,bengaluru_outskirts,urban,"[77.55, 12.945, 77.595, 12.99]"
bengaluru_outskirts_r1_c1,bengaluru_outskirts,urban,"[77.595, 12.945, 77.64, 12.99]"
bengaluru_outskirts_r1_c2,bengaluru_outskirts,urban,"[77.64, 12.945, 77.685, 12.99]"
bengaluru_outskirts_r1_c3,bengaluru_outskirts,urban,"[77.685, 12.945, 77.73, 12.99]"
bengaluru_outskirts_r1_c4,bengaluru_outskirts,urban,"[77.73, 12.945, 77.775, 12.99]"
bengaluru_outskirts_r1_c5,bengaluru_outskirts,urban,"[77.775, 12.945, 77.82000000000001, 12.99]"
bengaluru_outskirts_r2_c0,bengaluru_outskirts,urban,"[77.55, 12.99, 77.595, 13.035]"
bengaluru_outskirts_r2_c1,bengaluru_outskirts,urban,"[77.595, 12.99, 77.64, 13.035]"
bengaluru_outskirts_r2_c2,bengaluru_outskirts,urban,"[77.64, 12.99, 77.685, 13.035]"
bengaluru_outskirts_r2_c3,bengaluru_outskirts,urban,"[77.685, 12.99, 77.73, 13.035]"
bengaluru_outskirts_r2_c4,bengaluru_outskirts,urban,"[77.73, 12.99, 77.775, 13.035]"
bengaluru_outskirts_r2_c5,bengaluru_outskirts,urban,"[77.775, 12.99, 77.82000000000001, 13.035]"
bengaluru_outskirts_r3_c0,bengaluru_outskirts,urban,"[77.55, 13.035, 77.595, 13.08]"
bengaluru_outskirts_r3_c1,bengaluru_outskirts,urban,"[77.595, 13.035, 77.64, 13.08]"
bengaluru_outskirts_r3_c2,bengaluru_outskirts,urban,"[77.64, 13.035, 77.685, 13.08]"
bengaluru_outskirts_r3_c3,bengaluru_outskirts,urban,"[77.685, 13.035, 77.73, 13.08]"
bengaluru_outskirts_r3_c4,bengaluru_outskirts,urban,"[77.73, 13.035, 77.775, 13.08]"
bengaluru_outskirts_r3_c5,bengaluru_outskirts,urban,"[77.775, 13.035, 77.82000000000001, 13.08]"
bengaluru_outskirts_r4_c0,bengaluru_outskirts,urban,"[77.55, 13.08, 77.595, 13.125]"
bengaluru_outskirts_r4_c1,bengaluru_outskirts,urban,"[77.595, 13.08, 77.64, 13.125]"
bengaluru_outskirts_r4_c2,bengaluru_outskirts,urban,"[77.64, 13.08, 77.685, 13.125]"
bengaluru_outskirts_r4_c3,bengaluru_outskirts,urban,"[77.685, 13.08, 77.73, 13.125]"
bengaluru_outskirts_r4_c4,bengaluru_outskirts,urban,"[77.73, 13.08, 77.775, 13.125]"
bengaluru_outskirts_r4_c5,bengaluru_outskirts,urban,"[77.775, 13.08, 77.82000000000001, 13.125]"
hyderabad_gachibowli_r0_c0,hyderabad_gachibowli,urban,"[78.25, 17.3, 78.295, 17.345000000000002]"
hyderabad_gachibowli_r0_c1,hyderabad_gachibowli,urban,"[78.295, 17.3, 78.34, 17.345000000000002]"
hyderabad_gachibowli_r0_c2,hyderabad_gachibowli,urban,"[78.34, 17.3, 78.385, 17.345000000000002]"
hyderabad_gachibowli_r0_c3,hyderabad_gachibowli,urban,"[78.385, 17.3, 78.43, 17.345000000000002]"
hyderabad_gachibowli_r0_c4,hyderabad_gachibowli,urban,"[78.43, 17.3, 78.47500000000001, 17.345000000000002]"
hyderabad_gachibowli_r0_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.3, 78.52000000000001, 17.345000000000002]"
hyderabad_gachibowli_r1_c0,hyderabad_gachibowli,urban,"[78.25, 17.345000000000002, 78.295, 17.390000000000004]"
hyderabad_gachibowli_r1_c1,hyderabad_gachibowli,urban,"[78.295, 17.345000000000002, 78.34, 17.390000000000004]"
hyderabad_gachibowli_r1_c2,hyderabad_gachibowli,urban,"[78.34, 17.345000000000002, 78.385, 17.390000000000004]"
hyderabad_gachibowli_r1_c3,hyderabad_gachibowli,urban,"[78.385, 17.345000000000002, 78.43, 17.390000000000004]"
hyderabad_gachibowli_r1_c4,hyderabad_gachibowli,urban,"[78.43, 17.345000000000002, 78.47500000000001, 17.390000000000004]"
hyderabad_gachibowli_r1_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.345000000000002, 78.52000000000001, 17.390000000000004]"
hyderabad_gachibowli_r2_c0,hyderabad_gachibowli,urban,"[78.25, 17.390000000000004, 78.295, 17.435000000000006]"
hyderabad_gachibowli_r2_c1,hyderabad_gachibowli,urban,"[78.295, 17.390000000000004, 78.34, 17.435000000000006]"
hyderabad_gachibowli_r2_c2,hyderabad_gachibowli,urban,"[78.34, 17.390000000000004, 78.385, 17.435000000000006]"
hyderabad_gachibowli_r2_c3,hyderabad_gachibowli,urban,"[78.385, 17.390000000000004, 78.43, 17.435000000000006]"
hyderabad_gachibowli_r2_c4,hyderabad_gachibowli,urban,"[78.43, 17.390000000000004, 78.47500000000001, 17.435000000000006]"
hyderabad_gachibowli_r2_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.390000000000004, 78.52000000000001, 17.435000000000006]"
hyderabad_gachibowli_r3_c0,hyderabad_gachibowli,urban,"[78.25, 17.435000000000006, 78.295, 17.480000000000008]"
hyderabad_gachibowli_r3_c1,hyderabad_gachibowli,urban,"[78.295, 17.435000000000006, 78.34, 17.480000000000008]"
hyderabad_gachibowli_r3_c2,hyderabad_gachibowli,urban,"[78.34, 17.435000000000006, 78.385, 17.480000000000008]"
hyderabad_gachibowli_r3_c3,hyderabad_gachibowli,urban,"[78.385, 17.435000000000006, 78.43, 17.480000000000008]"
hyderabad_gachibowli_r3_c4,hyderabad_gachibowli,urban,"[78.43, 17.435000000000006, 78.47500000000001, 17.480000000000008]"
hyderabad_gachibowli_r3_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.435000000000006, 78.52000000000001, 17.480000000000008]"
hyderabad_gachibowli_r4_c0,hyderabad_gachibowli,urban,"[78.25, 17.480000000000008, 78.295, 17.52500000000001]"
hyderabad_gachibowli_r4_c1,hyderabad_gachibowli,urban,"[78.295, 17.480000000000008, 78.34, 17.52500000000001]"
hyderabad_gachibowli_r4_c2,hyderabad_gachibowli,urban,"[78.34, 17.480000000000008, 78.385, 17.52500000000001]"
hyderabad_gachibowli_r4_c3,hyderabad_gachibowli,urban,"[78.385, 17.480000000000008, 78.43, 17.52500000000001]"
hyderabad_gachibowli_r4_c4,hyderabad_gachibowli,urban,"[78.43, 17.480000000000008, 78.47500000000001, 17.52500000000001]"
hyderabad_gachibowli_r4_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.480000000000008, 78.52000000000001, 17.52500000000001]"
hyderabad_gachibowli_r5_c0,hyderabad_gachibowli,urban,"[78.25, 17.52500000000001, 78.295, 17.57000000000001]"
hyderabad_gachibowli_r5_c1,hyderabad_gachibowli,urban,"[78.295, 17.52500000000001, 78.34, 17.57000000000001]"
hyderabad_gachibowli_r5_c2,hyderabad_gachibowli,urban,"[78.34, 17.52500000000001, 78.385, 17.57000000000001]"
hyderabad_gachibowli_r5_c3,hyderabad_gachibowli,urban,"[78.385, 17.52500000000001, 78.43, 17.57000000000001]"
hyderabad_gachibowli_r5_c4,hyderabad_gachibowli,urban,"[78.43, 17.52500000000001, 78.47500000000001, 17.57000000000001]"
hyderabad_gachibowli_r5_c5,hyderabad_gachibowli,urban,"[78.47500000000001, 17.52500000000001, 78.52000000000001, 17.57000000000001]"
pune_hinjewadi_r0_c0,pune_hinjewadi,urban,"[73.6, 18.5, 73.645, 18.545]"
pune_hinjewadi_r0_c1,pune_hinjewadi,urban,"[73.645, 18.5, 73.69, 18.545]"
pune_hinjewadi_r0_c2,pune_hinjewadi,urban,"[73.69, 18.5, 73.735, 18.545]"
pune_hinjewadi_r0_c3,pune_hinjewadi,urban,"[73.735, 18.5, 73.78, 18.545]"
pune_hinjewadi_r0_c4,pune_hinjewadi,urban,"[73.78, 18.5, 73.825, 18.545]"
pune_hinjewadi_r0_c5,pune_hinjewadi,urban,"[73.825, 18.5, 73.87, 18.545]"
pune_hinjewadi_r1_c0,pune_hinjewadi,urban,"[73.6, 18.545, 73.645, 18.590000000000003]"
pune_hinjewadi_r1_c1,pune_hinjewadi,urban,"[73.645, 18.545, 73.69, 18.590000000000003]"
pune_hinjewadi_r1_c2,pune_hinjewadi,urban,"[73.69, 18.545, 73.735, 18.590000000000003]"
pune_hinjewadi_r1_c3,pune_hinjewadi,urban,"[73.735, 18.545, 73.78, 18.590000000000003]"
pune_hinjewadi_r1_c4,pune_hinjewadi,urban,"[73.78, 18.545, 73.825, 18.590000000000003]"
pune_hinjewadi_r1_c5,pune_hinjewadi,urban,"[73.825, 18.545, 73.87, 18.590000000000003]"
pune_hinjewadi_r2_c0,pune_hinjewadi,urban,"[73.6, 18.590000000000003, 73.645, 18.635000000000005]"
pune_hinjewadi_r2_c1,pune_hinjewadi,urban,"[73.645, 18.590000000000003, 73.69, 18.635000000000005]"
pune_hinjewadi_r2_c2,pune_hinjewadi,urban,"[73.69, 18.590000000000003, 73.735, 18.635000000000005]"
pune_hinjewadi_r2_c3,pune_hinjewadi,urban,"[73.735, 18.590000000000003, 73.78, 18.635000000000005]"
pune_hinjewadi_r2_c4,pune_hinjewadi,urban,"[73.78, 18.590000000000003, 73.825, 18.635000000000005]"
pune_hinjewadi_r2_c5,pune_hinjewadi,urban,"[73.825, 18.590000000000003, 73.87, 18.635000000000005]"
pune_hinjewadi_r3_c0,pune_hinjewadi,urban,"[73.6, 18.635000000000005, 73.645, 18.680000000000007]"
pune_hinjewadi_r3_c1,pune_hinjewadi,urban,"[73.645, 18.635000000000005, 73.69, 18.680000000000007]"
pune_hinjewadi_r3_c2,pune_hinjewadi,urban,"[73.69, 18.635000000000005, 73.735, 18.680000000000007]"
pune_hinjewadi_r3_c3,pune_hinjewadi,urban,"[73.735, 18.635000000000005, 73.78, 18.680000000000007]"
pune_hinjewadi_r3_c4,pune_hinjewadi,urban,"[73.78, 18.635000000000005, 73.825, 18.680000000000007]"
pune_hinjewadi_r3_c5,pune_hinjewadi,urban,"[73.825, 18.635000000000005, 73.87, 18.680000000000007]"
pune_hinjewadi_r4_c0,pune_hinjewadi,urban,"[73.6, 18.680000000000007, 73.645, 18.72500000000001]"
pune_hinjewadi_r4_c1,pune_hinjewadi,urban,"[73.645, 18.680000000000007, 73.69, 18.72500000000001]"
pune_hinjewadi_r4_c2,pune_hinjewadi,urban,"[73.69, 18.680000000000007, 73.735, 18.72500000000001]"
pune_hinjewadi_r4_c3,pune_hinjewadi,urban,"[73.735, 18.680000000000007, 73.78, 18.72500000000001]"
pune_hinjewadi_r4_c4,pune_hinjewadi,urban,"[73.78, 18.680000000000007, 73.825, 18.72500000000001]"
pune_hinjewadi_r4_c5,pune_hinjewadi,urban,"[73.825, 18.680000000000007, 73.87, 18.72500000000001]"
pune_hinjewadi_r5_c0,pune_hinjewadi,urban,"[73.6, 18.72500000000001, 73.645, 18.77000000000001]"
pune_hinjewadi_r5_c1,pune_hinjewadi,urban,"[73.645, 18.72500000000001, 73.69, 18.77000000000001]"
pune_hinjewadi_r5_c2,pune_hinjewadi,urban,"[73.69, 18.72500000000001, 73.735, 18.77000000000001]"
pune_hinjewadi_r5_c3,pune_hinjewadi,urban,"[73.735, 18.72500000000001, 73.78, 18.77000000000001]"
pune_hinjewadi_r5_c4,pune_hinjewadi,urban,"[73.78, 18.72500000000001, 73.825, 18.77000000000001]"
pune_hinjewadi_r5_c5,pune_hinjewadi,urban,"[73.825, 18.72500000000001, 73.87, 18.77000000000001]"
mumbai_navi_mumbai_r0_c0,mumbai_navi_mumbai,urban,"[72.95, 18.95, 72.995, 18.995]"
mumbai_navi_mumbai_r0_c1,mumbai_navi_mumbai,urban,"[72.995, 18.95, 73.04, 18.995]"
mumbai_navi_mumbai_r0_c2,mumbai_navi_mumbai,urban,"[73.04, 18.95, 73.08500000000001, 18.995]"
mumbai_navi_mumbai_r0_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 18.95, 73.13000000000001, 18.995]"
mumbai_navi_mumbai_r0_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 18.95, 73.17500000000001, 18.995]"
mumbai_navi_mumbai_r0_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 18.95, 73.22000000000001, 18.995]"
mumbai_navi_mumbai_r1_c0,mumbai_navi_mumbai,urban,"[72.95, 18.995, 72.995, 19.040000000000003]"
mumbai_navi_mumbai_r1_c1,mumbai_navi_mumbai,urban,"[72.995, 18.995, 73.04, 19.040000000000003]"
mumbai_navi_mumbai_r1_c2,mumbai_navi_mumbai,urban,"[73.04, 18.995, 73.08500000000001, 19.040000000000003]"
mumbai_navi_mumbai_r1_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 18.995, 73.13000000000001, 19.040000000000003]"
mumbai_navi_mumbai_r1_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 18.995, 73.17500000000001, 19.040000000000003]"
mumbai_navi_mumbai_r1_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 18.995, 73.22000000000001, 19.040000000000003]"
mumbai_navi_mumbai_r2_c0,mumbai_navi_mumbai,urban,"[72.95, 19.040000000000003, 72.995, 19.085000000000004]"
mumbai_navi_mumbai_r2_c1,mumbai_navi_mumbai,urban,"[72.995, 19.040000000000003, 73.04, 19.085000000000004]"
mumbai_navi_mumbai_r2_c2,mumbai_navi_mumbai,urban,"[73.04, 19.040000000000003, 73.08500000000001, 19.085000000000004]"
mumbai_navi_mumbai_r2_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 19.040000000000003, 73.13000000000001, 19.085000000000004]"
mumbai_navi_mumbai_r2_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 19.040000000000003, 73.17500000000001, 19.085000000000004]"
mumbai_navi_mumbai_r2_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 19.040000000000003, 73.22000000000001, 19.085000000000004]"
mumbai_navi_mumbai_r3_c0,mumbai_navi_mumbai,urban,"[72.95, 19.085000000000004, 72.995, 19.130000000000006]"
mumbai_navi_mumbai_r3_c1,mumbai_navi_mumbai,urban,"[72.995, 19.085000000000004, 73.04, 19.130000000000006]"
mumbai_navi_mumbai_r3_c2,mumbai_navi_mumbai,urban,"[73.04, 19.085000000000004, 73.08500000000001, 19.130000000000006]"
mumbai_navi_mumbai_r3_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 19.085000000000004, 73.13000000000001, 19.130000000000006]"
mumbai_navi_mumbai_r3_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 19.085000000000004, 73.17500000000001, 19.130000000000006]"
mumbai_navi_mumbai_r3_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 19.085000000000004, 73.22000000000001, 19.130000000000006]"
mumbai_navi_mumbai_r4_c0,mumbai_navi_mumbai,urban,"[72.95, 19.130000000000006, 72.995, 19.175000000000008]"
mumbai_navi_mumbai_r4_c1,mumbai_navi_mumbai,urban,"[72.995, 19.130000000000006, 73.04, 19.175000000000008]"
mumbai_navi_mumbai_r4_c2,mumbai_navi_mumbai,urban,"[73.04, 19.130000000000006, 73.08500000000001, 19.175000000000008]"
mumbai_navi_mumbai_r4_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 19.130000000000006, 73.13000000000001, 19.175000000000008]"
mumbai_navi_mumbai_r4_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 19.130000000000006, 73.17500000000001, 19.175000000000008]"
mumbai_navi_mumbai_r4_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 19.130000000000006, 73.22000000000001, 19.175000000000008]"
mumbai_navi_mumbai_r5_c0,mumbai_navi_mumbai,urban,"[72.95, 19.175000000000008, 72.995, 19.22000000000001]"
mumbai_navi_mumbai_r5_c1,mumbai_navi_mumbai,urban,"[72.995, 19.175000000000008, 73.04, 19.22000000000001]"
mumbai_navi_mumbai_r5_c2,mumbai_navi_mumbai,urban,"[73.04, 19.175000000000008, 73.08500000000001, 19.22000000000001]"
mumbai_navi_mumbai_r5_c3,mumbai_navi_mumbai,urban,"[73.08500000000001, 19.175000000000008, 73.13000000000001, 19.22000000000001]"
mumbai_navi_mumbai_r5_c4,mumbai_navi_mumbai,urban,"[73.13000000000001, 19.175000000000008, 73.17500000000001, 19.22000000000001]"
mumbai_navi_mumbai_r5_c5,mumbai_navi_mumbai,urban,"[73.17500000000001, 19.175000000000008, 73.22000000000001, 19.22000000000001]"
chennai_omr_r0_c0,chennai_omr,urban,"[80.1, 12.75, 80.145, 12.795]"
chennai_omr_r0_c1,chennai_omr,urban,"[80.145, 12.75, 80.19, 12.795]"
chennai_omr_r0_c2,chennai_omr,urban,"[80.19, 12.75, 80.235, 12.795]"
chennai_omr_r0_c3,chennai_omr,urban,"[80.235, 12.75, 80.28, 12.795]"
chennai_omr_r0_c4,chennai_omr,urban,"[80.28, 12.75, 80.325, 12.795]"
chennai_omr_r0_c5,chennai_omr,urban,"[80.325, 12.75, 80.37, 12.795]"
chennai_omr_r1_c0,chennai_omr,urban,"[80.1, 12.795, 80.145, 12.84]"
chennai_omr_r1_c1,chennai_omr,urban,"[80.145, 12.795, 80.19, 12.84]"
chennai_omr_r1_c2,chennai_omr,urban,"[80.19, 12.795, 80.235, 12.84]"
chennai_omr_r1_c3,chennai_omr,urban,"[80.235, 12.795, 80.28, 12.84]"
chennai_omr_r1_c4,chennai_omr,urban,"[80.28, 12.795, 80.325, 12.84]"
chennai_omr_r1_c5,chennai_omr,urban,"[80.325, 12.795, 80.37, 12.84]"
chennai_omr_r2_c0,chennai_omr,urban,"[80.1, 12.84, 80.145, 12.885]"
chennai_omr_r2_c1,chennai_omr,urban,"[80.145, 12.84, 80.19, 12.885]"
chennai_omr_r2_c2,chennai_omr,urban,"[80.19, 12.84, 80.235, 12.885]"
chennai_omr_r2_c3,chennai_omr,urban,"[80.235, 12.84, 80.28, 12.885]"
chennai_omr_r2_c4,chennai_omr,urban,"[80.28, 12.84, 80.325, 12.885]"
chennai_omr_r2_c5,chennai_omr,urban,"[80.325, 12.84, 80.37, 12.885]"
chennai_omr_r3_c0,chennai_omr,urban,"[80.1, 12.885, 80.145, 12.93]"
chennai_omr_r3_c1,chennai_omr,urban,"[80.145, 12.885, 80.19, 12.93]"
chennai_omr_r3_c2,chennai_omr,urban,"[80.19, 12.885, 80.235, 12.93]"
chennai_omr_r3_c3,chennai_omr,urban,"[80.235, 12.885, 80.28, 12.93]"
chennai_omr_r3_c4,chennai_omr,urban,"[80.28, 12.885, 80.325, 12.93]"
